System Timestamp	Message	Message Type	GT_depth	World Gaze Point X	World Gaze Point Y	World Gaze Point Z	World Gaze Origin R X	World Gaze Origin R Z	World Gaze Origin L X	World Gaze Origin L Z	World Gaze Direction R X	World Gaze Direction R Y	World Gaze Direction R Z	World Gaze Direction L X	World Gaze Direction L Y	World Gaze Direction L Z	Estimated Depth
63817692370528	 sample	DepthCalibration	1.40839650258857	-0.3175727	0.03250995	8.909225	0.03037981	-0.026	-0.03245892	-0.026	-0.07075331	-0.00756959	0.9974651	-3.62257E-06	0.01483677	0.9998899	3.58698727863084
63817692370688	 sample	DepthCalibration	1.44772549837749	-0.4443206	0.08838615	9.346392	0.03037981	-0.026	-0.03245892	-0.026	-0.08015437	-0.003062581	0.9967778	-0.01427004	0.02188993	0.9996585	2.22980587467897
63817692370688	 sample	DepthCalibration	1.44772549837749	-0.4443206	0.08838615	9.346392	0.03037981	-0.026	-0.03245892	-0.026	-0.08015437	-0.003062581	0.9967778	-0.01427004	0.02188993	0.9996585	2.22980587467897
63817692370706	 sample	DepthCalibration	1.45237811182833	-0.4406638	0.08680471	9.346578	0.03037981	-0.026	-0.03245892	-0.026	-0.07937641	-0.003399251	0.9968389	-0.01427004	0.02188993	0.9996585	3.36394735817826
63817692370708	 sample	DepthCalibration	1.45237811182833	-0.4406638	0.08680471	9.346578	0.03037981	-0.026	-0.03245892	-0.026	-0.07937641	-0.003399251	0.9968389	-0.01427004	0.02188993	0.9996585	3.36394735817826
63817692370712	 sample	DepthCalibration	1.45373210735249	-0.4408528	0.08919041	9.354654	0.03037981	-0.026	-0.03245892	-0.026	-0.07937642	-0.003399251	0.9968389	-0.01422914	0.02238167	0.9996482	3.36394735817826
63817692370712	 sample	DepthCalibration	1.45373210735249	-0.4408528	0.08919041	9.354654	0.03037981	-0.026	-0.03245892	-0.026	-0.07937642	-0.003399251	0.9968389	-0.01422914	0.02238167	0.9996482	3.36394735817826
63817692370729	 sample	DepthCalibration	1.45760802442831	-0.4396382	0.09408206	9.362693	0.03037981	-0.026	-0.03245892	-0.026	-0.0790796	-0.00286687	0.9968642	-0.01418823	0.02287338	0.9996377	3.0690841310721
63817692370729	 sample	DepthCalibration	1.45760802442831	-0.4396382	0.09408206	9.362693	0.03037981	-0.026	-0.03245892	-0.026	-0.0790796	-0.00286687	0.9968642	-0.01418823	0.02287338	0.9996377	3.0690841310721
63817692370898	 sample	DepthCalibration	1.49757316092218	-0.4122154	0.1930138	9.960111	0.03037981	-0.026	-0.03245892	-0.026	-0.07456974	0.007519712	0.9971874	-0.007642911	0.03107248	0.9994879	4.55046389072967
